endpoint,column_name,data_type,pretty_name,definition,is_required
v1/accounting/dts/federal_tax_deposits,table_nbr,STRING,Table Number,The corresponding table number in the Daily Treasury Statement.,TRUE
v1/accounting/dts/federal_tax_deposits,table_nm,STRING,Table Name,The name of the corresponding table in the Daily Treasury Statement.,TRUE
v1/accounting/dts/federal_tax_deposits,sub_table_name,STRING,Sub Table Name,Additional detail about the corresponding table in the Daily Treasury Statement.,TRUE
v1/accounting/dts/federal_tax_deposits,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Daily Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Daily Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/dts/federal_tax_deposits,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/dts/federal_tax_deposits,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/dts/federal_tax_deposits,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/dts/federal_tax_deposits,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/dts/federal_tax_deposits,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/dts/federal_tax_deposits,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/dts/short_term_cash_investments,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/dts/short_term_cash_investments,transaction_type,STRING,Transaction Type,Tier one of a two-tier hierarchy for categorizing short-term cash investments. Indicates whether the transaction amount represents deposits or withdrawals.,FALSE
v1/accounting/dts/short_term_cash_investments,transaction_type_desc,STRING,Transaction Type Description,Tier two of a two-tier hierarchy for categorizing short-term cash investments.,TRUE
v1/accounting/dts/short_term_cash_investments,depositary_type_a_amt,CURRENCY,Type A Depositary Amount,The amount of deposits or withdrawals for depositary type A. All figures are rounded to the nearest million.,TRUE
v1/accounting/dts/short_term_cash_investments,depositary_type_b_amt,CURRENCY,Type B Depositary Amount,The amount of deposits or withdrawals for depositary type B. All figures are rounded to the nearest million.,TRUE
v1/accounting/dts/short_term_cash_investments,depositary_type_c_amt,CURRENCY,Type C Depositary Amount,The amount of deposits or withdrawals for depositary type C. All figures are rounded to the nearest million.,TRUE
v1/accounting/dts/short_term_cash_investments,total_amt,CURRENCY,Total Amount,Total amount of transactions across all depositary types for the day. All figures are rounded to the nearest million.,TRUE
v1/accounting/dts/short_term_cash_investments,table_nbr,STRING,Table Number,The corresponding table number in the Daily Treasury Statement.,TRUE
v1/accounting/dts/short_term_cash_investments,table_nm,STRING,Table Name,The name of the corresponding table in the Daily Treasury Statement.,TRUE
v1/accounting/dts/short_term_cash_investments,sub_table_name,STRING,Sub Table Name,Additional detail about the corresponding table in the Daily Treasury Statement.,TRUE
v1/accounting/dts/short_term_cash_investments,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Daily Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Daily Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/dts/short_term_cash_investments,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/dts/short_term_cash_investments,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/dts/short_term_cash_investments,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/dts/short_term_cash_investments,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/dts/short_term_cash_investments,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/dts/short_term_cash_investments,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/savings_bonds_report,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/savings_bonds_report,series_cd,STRING,Series Code,Savings bond series code for various savings bonds released at different times in history.,TRUE
v1/accounting/od/savings_bonds_report,series_desc,STRING,Series Description,Savings bond series name for various savings bonds released at different times in history.,TRUE
v1/accounting/od/savings_bonds_report,bonds_issued_cnt,NUMBER,Bonds Issued Count,Count of bonds that have officially been offered for sale.,TRUE
v1/accounting/od/savings_bonds_report,bonds_redeemed_cnt,NUMBER,Redeemed Bonds Count,Count of bonds that have been bought back at the request of the customer.,TRUE
v1/accounting/od/savings_bonds_report,bonds_out_cnt,NUMBER,Bonds Outstanding Count,Count of bonds still in circulation that have not been redeemed.,TRUE
v1/accounting/od/savings_bonds_report,bonds_matured_cnt,NUMBER,Matured Bonds Count,Count of bonds purchased that are past their interest bearing maturity date.,TRUE
v1/accounting/od/savings_bonds_report,bonds_unmatured_cnt,NUMBER,Unmatured Bonds Count,Count of bonds purchased that are still accumulating interest.,TRUE
v1/accounting/od/savings_bonds_report,matured_redeemed_cnt,NUMBER,Matured Redeemed Bonds Count,Count of bonds purchased that are past their interest bearing maturity date and have been bought back at the request of the customer.,TRUE
v1/accounting/od/savings_bonds_report,matured_unredeemed_cnt,NUMBER,Matured Unredeemed Bonds Count,Count of bonds purchased that are past their interest bearing maturity date and have not been requested to be bought back by bond holders.,TRUE
v1/accounting/od/savings_bonds_report,unmatured_redeemed_cnt,NUMBER,Unmatured Redeemed Bonds Count,Count of bonds purchased that are not past their interest bearing maturity date and have been bought back at the request of the customer.,TRUE
v1/accounting/od/savings_bonds_report,unmatured_unredeemed_cnt,NUMBER,Unmatured Unredeemed Bonds Count,Count of bonds purchased that are neither past their interest bearing maturity date nor have been requested to be bought back by bond holders.,TRUE
v1/accounting/od/savings_bonds_report,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/savings_bonds_report,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/savings_bonds_report,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/savings_bonds_report,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/savings_bonds_report,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/savings_bonds_report,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/savings_bonds_report,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/savings_bonds_mud,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/savings_bonds_mud,series_cd,STRING,Series Code,Various savings bonds released at different times in history,TRUE
v1/accounting/od/savings_bonds_mud,bonds_issued_cnt,NUMBER,Bonds Issued Count,Bonds that have been officially offered for sale.,TRUE
v1/accounting/od/savings_bonds_mud,bonds_out_cnt,NUMBER,Bonds Outstanding Count,Bonds still in circulation that have not been redeemed.,TRUE
v1/accounting/od/savings_bonds_mud,txn_year_month,STRING,Transaction Year and Month,The month and year for which transactions were recorded.,TRUE
v1/accounting/od/savings_bonds_mud,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v1/accounting/od/savings_bonds_mud,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/od/savings_bonds_mud,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/od/savings_bonds_mud,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/od/savings_bonds_mud,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/od/savings_bonds_mud,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/od/savings_bonds_mud,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/od/savings_bonds_pcs,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/od/savings_bonds_pcs,series_cd,STRING,Series Code,Various savings bonds released at different times in history.,TRUE
v1/accounting/od/savings_bonds_pcs,type_cd,STRING,Type Code,"Indicates whether the bonds are issued, redeemed or outstanding.",TRUE
